67,38,22
68,38,22
67,38,22
67,38,22
67,38,22
67,38,22
67,38,22
67,38,22
67,38,22
67,38,22
67,38,22
67,38,22
67,37,22
67,38,22
67,37,22
67,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
66,37,22
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
62,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,63,21
61,62,21
61,62,21
61,63,20
60,62,21
60,62,20
60,62,21
61,62,21
61,62,21
61,62,21
61,62,21
60,62,21
60,62,20
60,62,20
61,62,20
60,62,20
60,62,20
60,62,21
60,62,20
60,62,20
60,62,20
60,62,20
60,62,20
60,62,21
60,62,20
60,62,20
60,62,20
56,71,19
56,71,19
56,71,19
56,71,19
56,71,19
56,71,19
56,71,19
56,70,19
56,71,19
56,71,19
56,71,19
56,71,19
56,71,19
56,70,19
56,71,19
56,70,19
56,71,19
56,70,19
56,70,19
56,70,19
56,70,19
56,70,19
56,70,19
56,70,19
56,70,19
56,70,19
56,70,19
56,70,19
56,70,19
56,70,19
56,70,19
56,70,19
56,70,19
55,70,19
55,70,19
56,70,19
55,70,19
55,70,19
55,70,19
56,70,19
55,70,19
55,69,19
55,70,19
55,69,19
55,69,19
55,70,19
55,69,19
55,70,19
56,70,19
55,70,19
129,64,27
129,64,27
129,64,27
129,64,27
129,64,27
129,64,27
129,64,27
129,63,27
129,64,27
129,63,27
129,64,27
129,64,27
129,64,27
129,63,27
128,63,26
128,63,26
129,63,26
128,63,27
128,63,27
128,63,27
128,63,27
128,63,26
128,63,26
128,63,26
128,63,27
128,63,26
128,63,26
127,63,26
128,63,26
127,63,26
128,63,26
127,63,26
127,63,26
127,63,26
127,63,26
127,63,26
127,63,26
127,63,26
127,63,26
127,63,26
126,63,26
127,63,26
127,63,26
126,63,26
126,63,26
126,63,26
126,62,26
126,62,26
126,63,26
126,63,26
115,57,24
115,57,24
115,58,24
115,58,24
115,58,24
115,57,24
115,57,24
115,57,24
115,57,24
115,58,24
115,57,24
115,57,24
115,57,24
115,57,24
115,57,24
115,57,24
115,57,24
115,57,24
114,57,24
114,57,24
114,57,24
114,57,24
114,57,24
114,57,24
115,57,24
114,57,24
114,57,24
114,57,24
114,57,24
114,57,24
114,57,24
114,57,24
114,57,24
114,57,24
114,57,24
113,57,24
114,57,24
113,57,24
114,56,24
113,57,24
113,57,24
113,56,24
113,57,24
113,57,24
113,57,23
113,56,24
113,57,24
113,56,24
113,57,24
113,56,24
104,53,22
104,52,22
104,53,22
104,53,22
104,53,22
104,53,22
104,53,22
104,53,22
104,52,22
103,52,22
104,52,22
103,52,22
103,52,22
103,52,22
103,52,22
103,52,22
103,52,22
103,52,22
103,52,22
103,52,22
103,52,22
103,52,22
